,exp,lambda,avg_flux,size_union
0,0,0.0,52.452545764458996,268
1,1,0.0,66.70047457571769,264
2,2,0.0,84.38132293245894,249
3,3,0.0,73.41694846142866,240
4,4,0.0,73.494736863833,237
5,5,0.0,80.23609713330107,306
6,6,0.0,57.94735454664797,270
7,7,0.0,82.10407629368326,269
8,8,0.0,53.507516499451725,269
9,9,0.0,28.64609665627466,326
10,0,0.001,52.45238765635071,242
11,1,0.001,66.69770651121866,221
12,2,0.001,84.38117698651396,224
13,3,0.001,73.4160524845503,212
14,4,0.001,73.49470037734676,220
15,5,0.001,80.23299370319751,266
16,6,0.001,57.94643103167907,240
17,7,0.001,82.10387434985697,245
18,8,0.001,53.50554437952579,233
19,9,0.001,28.645938548163542,300
20,0,0.0015240751494606396,52.452387656350695,245
21,1,0.0015240751494606396,66.69478731827881,213
22,2,0.0015240751494606396,84.38117698651396,221
23,3,0.0015240751494606396,73.4160524845502,213
24,4,0.0015240751494606396,73.49386538566515,209
25,5,0.0015240751494606396,80.23162629931761,257
26,6,0.0015240751494606396,57.946431031678856,239
27,7,0.0015240751494606396,82.10387434985695,241
28,8,0.0015240751494606396,53.50175596064555,222
29,9,0.0015240751494606396,28.645938548163556,298
30,0,0.0023228050612034688,52.45202989947772,243
31,1,0.0023228050612034688,66.66917201776454,164
32,2,0.0023228050612034688,84.38117698651396,223
33,3,0.0023228050612034688,73.40825686214491,193
34,4,0.0023228050612034688,73.49018187569506,201
35,5,0.0023228050612034688,80.22909653718784,254
36,6,0.0023228050612034688,57.941375811732335,230
37,7,0.0023228050612034688,82.10387434985695,242
38,8,0.0023228050612034688,53.49454954647038,204
39,9,0.0023228050612034688,28.64593854816355,298
40,0,0.003540129470821607,52.45202989947773,242
41,1,0.003540129470821607,66.66917201776454,162
42,2,0.003540129470821607,84.37590785282742,211
43,3,0.003540129470821607,73.38653908432926,164
44,4,0.003540129470821607,73.46408411568049,164
45,5,0.003540129470821607,80.22909653718784,252
46,6,0.003540129470821607,57.940654240589026,229
47,7,0.003540129470821607,82.09788866638667,231
48,8,0.003540129470821607,53.49373002150023,200
49,9,0.003540129470821607,28.645938548163542,298
50,0,0.00539542335235245,52.45202989947772,241
51,1,0.00539542335235245,66.64661558136316,144
52,2,0.00539542335235245,84.36370060942659,201
53,3,0.00539542335235245,73.3812253077025,159
54,4,0.00539542335235245,73.44213435901477,145
55,5,0.00539542335235245,80.2118937885851,238
56,6,0.00539542335235245,57.93575528584225,225
57,7,0.00539542335235245,82.0921930808322,225
58,8,0.00539542335235245,53.4789750727181,186
59,9,0.00539542335235245,28.611465517815514,263
60,0,0.008223030652139985,52.435989591137414,232
61,1,0.008223030652139985,66.63413243213122,136
62,2,0.008223030652139985,84.33466406894006,186
63,3,0.008223030652139985,73.34904653706067,138
64,4,0.008223030652139985,73.42933151742037,137
65,5,0.008223030652139985,80.18575970128579,220
66,6,0.008223030652139985,57.90671874535572,210
67,7,0.008223030652139985,82.06315654034567,210
68,8,0.008223030652139985,53.456330796975166,171
69,9,0.008223030652139985,28.60113741416241,256
70,0,0.012532516670179664,52.435989591137414,232
71,1,0.012532516670179664,66.62480829761793,132
72,2,0.012532516670179664,84.33466406894006,186
73,3,0.012532516670179664,73.31639708534709,125
74,4,0.012532516670179664,73.40486922164357,128
75,5,0.012532516670179664,80.15080546747612,206
76,6,0.012532516670179664,57.906718745355704,210
77,7,0.012532516670179664,82.06315654034566,210
78,8,0.012532516670179664,53.45633079697519,171
79,9,0.012532516670179664,28.589900470475456,251
80,0,0.01910049721722202,52.37654294335952,217
81,1,0.01910049721722202,66.56519044767232,117
82,2,0.01910049721722202,84.28405070070099,175
83,3,0.01910049721722202,73.2934788829854,119
84,4,0.01910049721722202,73.38143638216062,121
85,5,0.01910049721722202,79.99712578824916,164
86,6,0.01910049721722202,57.828348222576494,192
87,7,0.01910049721722202,82.02255190150628,201
88,8,0.01910049721722202,53.40140791050314,156
89,9,0.01910049721722202,28.53045382269757,236
90,0,0.029110593151110167,52.328516749518116,208
91,1,0.029110593151110167,66.53251740607443,111
92,2,0.029110593151110167,84.20072682773483,160
93,3,0.029110593151110167,73.23619163908947,110
94,4,0.029110593151110167,73.31313080646201,109
95,5,0.029110593151110167,79.89557487582434,147
96,6,0.029110593151110167,57.77225375089071,183
97,7,0.029110593151110167,81.91720198884548,184
98,8,0.029110593151110167,53.25892602341011,129
99,9,0.029110593151110167,28.53045382269757,236
100,0,0.04436673160766608,52.24440865320784,199
101,1,0.04436673160766608,66.46385426594557,103
102,2,0.04436673160766608,83.82191303163646,112
103,3,0.04436673160766608,73.16545346879913,102
104,4,0.04436673160766608,73.25134361595497,103
105,5,0.04436673160766608,79.71844720112927,126
106,6,0.04436673160766608,57.443502839933274,143
107,7,0.04436673160766608,81.60381650746434,147
108,8,0.04436673160766608,53.18886356929928,122
109,9,0.04436673160766608,28.44773409782784,227
110,0,0.06761823310603374,51.55101968993844,156
111,1,0.06761823310603374,66.41704843816582,99
112,2,0.06761823310603374,83.71605205909432,104
113,3,0.06761823310603374,72.98038521261347,90
114,4,0.06761823310603374,73.18642954591172,99
115,5,0.06761823310603374,79.52138069789103,113
116,6,0.06761823310603374,57.1888212702691,123
117,7,0.06761823310603374,81.2818024578242,123
118,8,0.06761823310603374,53.077115730993455,113
119,9,0.06761823310603374,27.667531746631752,175
120,0,0.10305526872734268,51.278496324327854,145
121,1,0.10305526872734268,66.27056707687143,91
122,2,0.10305526872734268,83.55090476924585,95
123,3,0.10305526872734268,72.98038521261347,90
124,4,0.10305526872734268,73.05799017962063,92
125,5,0.10305526872734268,79.33605685265088,103
126,6,0.10305526872734268,56.85960894898286,105
127,7,0.10305526872734268,80.95259013653796,105
128,8,0.10305526872734268,52.8719899073899,101
129,9,0.10305526872734268,27.223838603963607,154
130,0,0.15706397408833117,50.13598919059788,111
131,1,0.15706397408833117,66.27056707687143,91
132,2,0.15706397408833117,83.55090476924585,95
133,3,0.15706397408833117,72.98038521261347,90
134,4,0.15706397408833117,73.05799017962063,92
135,5,0.15706397408833117,79.33605685265088,103
136,6,0.15706397408833117,56.85960894898286,105
137,7,0.15706397408833117,80.95259013653796,105
138,8,0.15706397408833117,52.8719899073899,101
139,9,0.15706397408833117,26.09814115344115,120
140,0,0.23937729978355513,50.05622190512191,109
141,1,0.23937729978355513,65.89339755426712,82
142,2,0.23937729978355513,83.49409125573233,94
143,3,0.23937729978355513,72.98038521261347,90
144,4,0.23937729978355513,73.05799017962063,92
145,5,0.23937729978355513,79.27935637357649,102
146,6,0.23937729978355513,56.81751460748418,104
147,7,0.23937729978355513,80.91049579503928,104
148,8,0.23937729978355513,52.58574229824231,95
149,9,0.23937729978355513,23.85157151767152,77
150,0,0.36482899394510615,50.05622190512191,109
151,1,0.36482899394510615,64.99339755426713,67
152,2,0.36482899394510615,83.49409125573233,94
153,3,0.36482899394510615,72.98038521261347,90
154,4,0.36482899394510615,73.05799017962063,92
155,5,0.36482899394510615,79.27935637357648,102
156,6,0.36482899394510615,56.52613406980799,100
157,7,0.36482899394510615,80.60464328139545,100
158,8,0.36482899394510615,52.5857422982423,95
159,9,0.36482899394510615,23.85157151767152,77
160,0,0.5560268034744619,50.05622190512191,109
161,1,0.5560268034744619,64.99339755426713,67
162,2,0.5560268034744619,82.7930821804363,87
163,3,0.5560268034744619,70.91852055112923,68
164,4,0.5560268034744619,71.03406058246937,72
165,5,0.5560268034744619,78.06626691470986,91
166,6,0.5560268034744619,55.82419215531825,93
167,7,0.5560268034744619,79.90270136690572,93
168,8,0.5560268034744619,52.585742298242295,95
169,9,0.5560268034744619,22.59622788022788,67
170,0,0.8474266336094621,49.48798119448119,105
171,1,0.8474266336094621,64.99339755426713,67
172,2,0.8474266336094621,82.7930821804363,87
173,3,0.8474266336094621,70.91852055112923,68
174,4,0.8474266336094621,71.03406058246937,72
175,5,0.8474266336094621,77.44626327814373,88
176,6,0.8474266336094621,54.627695591717334,86
177,7,0.8474266336094621,78.68438261796958,86
178,8,0.8474266336094621,48.1133740525045,65
179,9,0.8474266336094621,21.380458233658235,60
180,0,1.2915418732752677,44.70804632500284,87
181,1,1.2915418732752677,64.99339755426713,67
182,2,1.2915418732752677,81.87872757090001,84
183,3,1.2915418732752677,70.32334350021307,66
184,4,1.2915418732752677,71.03406058246937,72
185,5,1.2915418732752677,77.44626327814373,88
186,6,1.2915418732752677,54.627695591717334,86
187,7,1.2915418732752677,78.68438261796958,86
188,8,1.2915418732752677,48.1133740525045,65
189,9,1.2915418732752677,19.272322947322944,51
190,0,1.9684068735466762,43.38918613114265,84
191,1,1.9684068735466762,64.99339755426713,67
192,2,1.9684068735466762,81.87872757090001,84
193,3,1.9684068735466762,70.32334350021307,66
194,4,1.9684068735466762,71.03406058246937,72
195,5,1.9684068735466762,77.10631666732212,87
196,6,1.9684068735466762,54.159919757093675,85
197,7,1.9684068735466762,78.21480541197933,85
198,8,1.9684068735466762,48.11337405250449,65
199,9,1.9684068735466762,0.0,0
200,0,3.0,0.0,0
201,1,3.0,64.99339755426713,67
202,2,3.0,81.87872757090001,84
203,3,3.0,70.32334350021307,66
204,4,3.0,71.03406058246937,72
205,5,3.0,77.10631666732212,87
206,6,3.0,0.0,0
207,7,3.0,68.11006056223448,66
208,8,3.0,0.0,0
209,9,3.0,0.0,0
